exp_name,rep_id,trial_id,gen,replay_gen,fitness_mean,fitness_max,scores_entropy,scores_unique,collective_score
2024_11_26_01__exploration_tournament,043,9,49900,6,7410.25,9900,4.5662,229,9900
2024_11_26_01__exploration_tournament,043,10,49900,6,7917.91,9900,3.87344,193,9900
2024_11_26_01__exploration_tournament,043,11,49900,6,7910.72,9900,3.84451,190,9900
2024_11_26_01__exploration_tournament,043,12,49900,6,8191.94,9900,3.56512,175,9900
2024_11_26_01__exploration_tournament,043,13,49900,6,7958.28,9900,4.02849,201,9900
2024_11_26_01__exploration_tournament,043,14,49900,6,7949.7,9900,3.71779,185,9900
2024_11_26_01__exploration_tournament,043,15,49900,6,7896.31,9900,3.86944,192,9900
2024_11_26_01__exploration_tournament,043,16,49900,6,7770.88,9900,4.14038,206,9900
2024_11_26_01__exploration_tournament,043,17,49900,6,7985.09,9900,4.05765,201,9900
2024_11_26_01__exploration_tournament,043,18,49900,6,7598.27,9900,4.25991,213,9900
2024_11_26_01__exploration_tournament,043,19,49900,6,7928.49,9900,3.92766,195,9900
2024_11_26_01__exploration_tournament,043,20,49900,6,8089.5,9900,3.71406,182,9900
2024_11_26_01__exploration_tournament,043,21,49900,6,8013.49,9900,3.79569,189,9900
2024_11_26_01__exploration_tournament,043,22,49900,6,7925.53,9900,3.73728,186,9900
2024_11_26_01__exploration_tournament,043,23,49900,6,7840.31,9900,3.92766,195,9900
2024_11_26_01__exploration_tournament,043,24,49900,6,7814.88,9900,4.02849,201,9900
2024_11_26_01__exploration_tournament,043,25,49900,6,7868.3,9900,3.95104,197,9900
2024_11_26_01__exploration_tournament,043,26,49900,6,7874.46,9900,3.98979,199,9900
2024_11_26_01__exploration_tournament,043,27,49900,6,7950.48,9900,3.99964,198,9900
2024_11_26_01__exploration_tournament,043,28,49900,6,8032.71,9900,3.56156,177,9900
2024_11_26_01__exploration_tournament,043,29,49900,6,7810.47,9900,3.83459,191,9900
2024_11_26_01__exploration_tournament,043,30,49900,6,7949.91,9900,3.81859,188,9900
2024_11_26_01__exploration_tournament,043,31,49900,6,7816.83,9900,4.15966,207,9900
2024_11_26_01__exploration_tournament,043,32,49900,6,7857.47,9900,3.90826,194,9900
2024_11_26_01__exploration_tournament,043,33,49900,6,8027.69,9900,3.67479,182,9900
2024_11_26_01__exploration_tournament,043,34,49900,6,7815.48,9900,3.92215,194,9900
