exp_name,rep_id,gen,generation,phylogenetic_diversity,mean_pairwise_distance,min_pairwise_distance,max_pairwise_distance,variance_pairwise_distance,mean_evolutionary_distinctiveness,min_evolutionary_distinctiveness,max_evolutionary_distinctiveness,variance_evolutionary_distinctiveness
2025_05_16_01__exploration_lexicase_replays,001,100,3329,59.8471,1,115,1277.35,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,200,5952,126.614,1,225,7329.76,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,300,7478,166.039,1,354,22125.5,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,400,9104,207.1,1,480,42888,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,500,11043,256.049,1,609,68515.1,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,600,12902,306.769,1,750,105156,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,700,14403,353.968,1,883,143751,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,800,16645,435.956,1,1028,198917,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,900,18721,488.105,1,1167,254059,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,1000,21390,617.017,1,1306,331046,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,1100,23467,569.617,1,1448,388805,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,1200,25416,631.198,1,1594,480207,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,1300,26929,699.118,1,1731,584365,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,1400,29155,766.43,1,1869,679313,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,1500,31721,778.832,1,2021,765447,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,1600,31884,877.534,1,2156,888504,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,1700,33730,886.597,1,2315,1.00235e+06,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,1800,35302,932.684,1,2463,1.17988e+06,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,1900,37608,1034.73,1,2602,1.33253e+06,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,2000,39979,1123.25,1,2743,1.48497e+06,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,2100,41793,1150.63,1,2895,1.63457e+06,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,2200,44726,1361.6,1,3039,1.82459e+06,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,2300,46072,1279.8,1,3198,1.8746e+06,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,2400,48900,1443.49,1,3339,2.10301e+06,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,2500,50773,1514.39,1,3477,2.2588e+06,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,2600,53684,1626.26,1,3624,2.46946e+06,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,2700,55585,1625.76,1,3771,2.64983e+06,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,2800,57690,1639.74,1,3908,2.8963e+06,-1,-1,-1,0
2025_05_16_01__exploration_lexicase_replays,001,2900,58980,1853.1,1,4049,3.12012e+06,-1,-1,-1,0
